lon,lat,baseline_agb,agb_2020,agb_growth_10yr,sar_hv,sar_hh,slope,elevation,precipitation,soil_ph,soc,gedi_rh98,pdsi,tmmx,landcover
30.70838388543288,-2.732591879197628,4,22,18,1677,3686,9.76846981048584,1470,1087.6087577284218,56,325,0.0,-330.1136363636364,26.33636363636364,40
30.656281598953967,-2.061550361960343,10,15,5,979,2765,6.010451793670654,1716,963.795924326568,57,414,0.0,-290.5378787878788,26.556818181818183,40
29.327673293741185,-1.6662916369477472,63,5,-58,2947,7982,3.7063546180725098,1846,1157.2830245874145,58,572,0.0,-362.50757575757575,24.525000000000002,40
30.470330335141227,-2.3166719026502847,95,44,-51,3766,7606,1.0375317335128784,1325,1063.7212203672007,53,365,3.809999942779541,-295.07575757575756,27.16969696969697,10
30.841334547482575,-2.5610136599307936,11,106,95,1844,3841,6.9291582107543945,1498,1061.6523564332836,55,332,4.25,-303.0151515151515,26.375757575757575,30
29.0851281670289,-2.508013058167748,156,101,-55,4538,8034,19.67957305908203,1783,1460.1668380468407,53,561,0.0,-282.29545454545456,23.76818181818182,10
30.378702176161028,-2.702947474821684,6,15,9,1739,3848,1.6721563339233398,1593,1118.7998879297136,54,381,0.0,-376.54545454545456,26.687878787878788,10
30.04452889046857,-1.1219125747713292,36,17,-19,2347,6084,4.558452129364014,1729,1110.8925419294021,55,414,0.0,-303.1818181818182,24.268939393939394,40
29.63759206676241,-1.8953620343982323,53,12,-41,2674,7104,11.918120384216309,1748,1229.8878025390334,53,489,24.450001,-287.1363636363636,25.56439393939394,20
30.70209567844404,-2.741575032038824,7,21,14,1639,3038,1.672173023223877,1536,1087.6087577284218,56,328,6.46999979019165,-335.1136363636364,26.53030303030303,30
29.980748505296077,-1.4731538508620616,9,40,31,1823,5007,7.044748306274414,1949,1220.6339555317536,54,498,9.460000038146973,-276.70454545454544,22.903030303030306,40
30.606874258327395,-1.0644203965876784,38,15,-23,2838,4657,2.3633217811584473,1251,1027.0629763673608,58,269,4.190000057220459,-138.20454545454547,28.195454545454545,10
30.596094474917948,-1.2324053547180256,9,5,-4,2282,5689,4.718639373779297,1655,1036.5514125670234,55,447,0.0,-170.95454545454547,26.84469696969697,30
30.65987486009044,-2.0408891104255957,9,8,-1,1696,3740,6.2826642990112305,1682,963.7939162298535,58,364,0.0,-276.32575757575756,26.687121212121212,30
29.013262944299356,-1.5306460290456982,149,163,14,2742,6093,21.340805053710938,2055,1432.4902115423572,57,592,0.0,-322.3181818181818,21.955303030303032,10
30.051715412741515,-1.105742899657173,34,27,-7,1914,4447,23.515064239501953,1871,1073.531261682849,54,429,11.34000015258789,-303.1818181818182,24.268939393939394,10
30.117292428482244,-2.6921676914122514,11,2,-9,2304,5216,6.202950954437256,1590,1160.553744200617,54,407,0.0,-410.81060606060606,26.320454545454545,40
29.736406748015554,-2.6706081245933717,7,4,-3,2789,5968,7.887947082519531,1739,1264.6177424480074,55,356,4.809999942779541,-363.1060606060606,25.89166666666667,40
30.369719023319817,-2.0283126964479266,16,23,7,1743,4281,6.9375386238098145,1479,995.9786150976179,55,353,0.0,-280.1666666666667,27.081060606060607,20
30.48560169497125,-2.3193668485026393,36,22,-14,2218,5666,6.416934490203857,1479,1063.7212203672007,55,332,4.829999923706055,-295.07575757575756,27.16969696969697,10
29.700474136650797,-2.030109327016163,19,9,-10,2186,4204,11.47480583190918,1667,1185.9426010169793,51,447,0.0,-265.530303030303,25.479545454545455,40
29.84689952796228,-1.2252188324450657,2,5,3,1815,4221,7.293933868408203,2055,1236.6770071586254,52,509,0.0,-312.3939393939394,23.159848484848485,40
29.906188336714166,-1.1632350778408238,3,44,41,1717,8687,26.869630813598633,2225,1152.1565231981856,53,531,0.0,-303.74242424242425,22.59469696969697,10
29.751678107845606,-2.5610136599307936,10,3,-7,2157,5413,7.961609363555908,1725,1187.2232668190177,53,359,0.0,-355.8484848484849,25.795454545454547,40
30.315820106272668,-2.6310822520921135,33,27,-6,2110,8613,15.919583320617676,1616,1067.939367557551,53,398,6.210000038146973,-388.84090909090907,26.28636363636364,30
29.97895187472784,-2.068736884233303,14,2,-12,2201,5203,15.601334571838379,1491,1020.7319754243293,54,406,7.800000190734863,-306.969696969697,27.58484848484849,40
30.1334621035964,-2.5987429018638153,26,8,-18,2610,4638,15.059216499328613,1466,1130.4300232477146,52,392,0.0,-385.8787878787879,26.671212121212122,10
30.726350191115273,-2.3166719026502847,5,8,3,1961,4648,6.436615943908691,1400,1017.969217628158,58,293,0.0,-288.8939393939394,26.937878787878788,40
30.88894525754091,-2.0444823715620686,6,7,1,1605,5095,17.096202850341797,1346,1116.719348909356,54,247,0.0,-236.6590909090909,27.418939393939397,30
28.86234597656727,-1.3554745486424054,65,71,6,4353,12790,33.45939254760742,1773,1587.4346576684832,52,632,0.0,-341.00757575757575,24.083333333333336,10
29.639388697330645,-1.7471400125185141,96,14,-82,3065,5563,30.755922317504883,2006,1273.8446366800185,52,554,21.079999923706055,-287.6439393939394,26.185606060606062,20
28.97733033293457,-2.585268172602028,57,55,-2,3102,5726,24.13958740234375,1482,1467.858362417668,55,394,0.0,-385.52272727272725,25.650000000000002,20
30.338277988375637,-1.4102717809736873,2,7,5,1175,2992,1.9113962650299072,1466,950.5280154106969,58,292,0.0,-216.20454545454547,27.675757575757576,40
30.2673110809302,-2.3418247306056372,16,14,-2,1763,3753,5.792017459869385,1346,945.7000589609612,59,308,3.0999999046325684,-258.4015151515151,27.802272727272726,40
30.11819074376635,-1.0689119730082695,14,20,6,1651,3261,21.422115325927734,1600,922.4457158492031,58,406,4.340000152587891,-277.6439393939394,26.321969696969703,10
30.88804694225678,-1.766004633485025,10,35,25,1399,5023,7.509400367736816,1384,1106.571827040635,54,319,14.149999618530273,-217.28030303030303,26.90681818181818,20
30.463143812868253,-2.4199781603240353,1,5,4,1271,5292,21.752593994140625,1419,1054.0615633865416,54,357,16.110001,-337.3712121212121,26.94318181818182,30
29.82354333057515,-1.6743764745048253,11,31,20,2408,5525,15.41183853149414,1728,1178.3791481947358,53,508,15.390000343322754,-247.0,25.60606060606061,40
29.659151633581274,-1.202760950342082,30,12,-18,2296,7749,5.918497085571289,1892,1410.4492939741097,52,630,0.0,-293.0530303030303,24.200757575757578,30
30.518839360483668,-1.836073225646345,14,11,-3,1979,4153,14.610089302062988,1534,975.5344989867287,54,331,0.0,-263.7121212121212,26.827272727272728,20
30.508957892358353,-2.3005022275361284,95,29,-66,3529,6939,1.3119701147079468,1325,1074.1229479132771,54,440,2.569999933242798,-292.6818181818182,27.122727272727275,90
29.362707589821838,-1.4102717809736873,72,53,-19,3580,7377,13.262709617614746,1724,1666.4937190816484,56,646,6.25,-319.1060606060606,25.037121212121214,10
29.024941042992907,-1.4875268954079672,100,27,-73,2781,5111,33.754058837890625,1894,1489.4369277320802,56,707,0.0,-310.6666666666667,21.305303030303033,40
30.006799648535548,-2.6194041533985626,78,47,-31,2863,6274,12.276023864746094,1507,1162.4908652586694,53,456,0.0,-388.4621212121212,27.19318181818182,10
29.055483762652955,-1.5189679303521473,188,27,-161,3548,6456,23.077810287475586,1792,1333.7638566243377,57,650,0.0,-350.70454545454544,24.25909090909091,10
30.500873054801275,-1.2279137782974203,3,19,16,1636,7125,30.956684112548828,1467,1033.734047949908,56,311,16.0,-159.71969696969697,27.35909090909091,10
30.676044535204596,-2.0893981357680502,14,12,-2,1481,3743,3.1082603931427,1351,963.795924326568,61,283,4.004999876022339,-273.030303030303,27.36818181818182,40
30.87187726714265,-2.0777200370744993,2,9,7,2064,4715,1.0373989343643188,1287,1080.9727657594606,56,238,2.609999895095825,-238.24242424242425,27.375,30
30.32480325911385,-2.799965525506593,53,64,11,1927,4531,13.068399429321289,1555,1151.6768505415805,56,316,9.170000076293945,-421.3560606060606,26.15378787878788,10
30.74251986622943,-1.9474643208771596,74,59,-15,3507,6158,1.9673004150390625,1308,1094.7971186021934,55,711,0.0,-219.87121212121212,27.74318181818182,10
30.792825522140134,-2.6697098093092535,4,60,56,1271,3243,6.282907962799072,1445,1105.1630192567839,56,288,0.0,-321.8712121212121,26.303787878787883,40
30.409244895821075,-1.7165972928584523,22,15,-7,1665,3685,3.277040719985962,1393,957.8333645944738,55,336,3.390000104904175,-249.63636363636363,27.16136363636364,40
29.11117931026837,-1.4345262936449217,142,49,-93,3908,7784,2.9305176734924316,2009,1594.5231352685528,56,682,0.0,-291.4848484848485,22.559090909090912,90
30.355345978773926,-2.453215825836452,15,39,24,2038,4058,8.65313720703125,1404,1034.6145357532698,54,354,0.0,-321.82575757575756,27.31666666666667,10
30.20173406518947,-2.1145509637233886,22,10,-12,1931,5062,2.497230291366577,1458,957.3808974235567,57,319,0.0,-282.3863636363636,27.59621212121212,40
30.629332140430364,-2.2259420589542174,17,1,-16,1649,3894,16.42635726928711,1543,1037.649924396796,55,371,0.0,-304.93939393939394,26.800757575757576,30
29.567523474601103,-1.4138650421101744,2,11,9,1991,6554,10.189109802246094,2531,1667.852039419792,61,732,0.0,-268.9469696969697,19.452272727272728,10
30.217005425019522,-1.3671526473359563,61,7,-54,2248,5032,2.36395263671875,1396,1025.7450184664035,61,382,3.140000104904175,-223.88636363636363,27.717424242424244,40
30.377803860876895,-2.5035214817471427,28,27,-1,1931,3465,11.895008087158203,1533,1013.4520331659979,54,447,61.669998,-356.56060606060606,26.96969696969697,20
30.506262946505984,-2.1648566196340937,39,16,-23,2299,5052,7.879396438598633,1597,1094.0315588377832,54,371,0.0,-315.06060606060606,26.55606060606061,40
29.27736763783048,-2.660726656468057,132,111,-21,4216,6536,8.739092826843262,2097,1588.2080720058134,53,895,0.0,-252.71969696969697,22.112121212121213,10
29.527997602099845,-2.410096692198721,14,6,-8,2349,4490,14.038718223571777,1880,1350.2413214252922,53,499,0.0,-302.0378787878788,23.151515151515152,30
28.963855603672783,-2.462198978677648,42,55,13,2539,4358,15.456899642944336,1831,1441.103979379616,56,462,0.0,-313.0984848484849,23.421212121212122,10
29.991528288705496,-1.9312946457630176,18,65,47,2464,5045,0.4639988839626312,1360,1077.197067866435,58,432,2.5799999237060547,-289.1969696969697,27.049242424242426,10
29.90978159785064,-2.1055678108821922,1,3,2,1167,2667,10.067000389099121,1558,1013.8216993413109,55,389,0.0,-313.24242424242425,27.23257575757576,30
30.844927808619047,-2.830508245166655,3,13,10,1466,3311,15.67813491821289,1451,1096.3430274555162,55,293,3.4800000190734863,-328.68939393939394,26.954545454545457,30
30.661671490658676,-1.7201905539949252,1,2,1,1181,2633,9.859524726867676,1420,1056.3895511521894,55,293,0.0,-203.0151515151515,27.249242424242425,30
30.45685560587941,-2.0480756326985556,17,18,1,1576,4168,14.157093048095703,1397,1037.8091933800831,54,290,8.520000457763672,-267.52272727272725,27.3,40
30.658078229522204,-1.917819916501216,8,14,6,1195,2895,6.282624244689941,1491,980.9855295571228,57,322,0.0,-251.77272727272728,26.909090909090907,20
29.589981356704072,-1.463272382736747,23,45,22,2137,6140,1.0369209051132202,2130,1453.7316813022744,59,635,0.0,-291.29545454545456,23.35378787878788,40
29.923256327112426,-2.240315103500123,2,6,4,1717,4437,4.9826202392578125,1392,1024.839361976814,55,321,2.7200000286102295,-334.68939393939394,27.54848484848485,40
29.369894112094812,-1.9591424195707106,105,67,-38,3607,7033,6.92631196975708,1786,1149.9368435496633,56,476,0.0,-337.8181818181818,25.475,10
29.58908304141997,-1.8576327924652105,20,12,-8,2428,4718,10.096575736999512,1978,1242.3916153664045,54,540,3.819999933242798,-287.969696969697,24.35151515151515,50
30.00500301796731,-1.1461670874425494,2,6,4,1914,3731,21.365861892700195,2137,1110.8925419294021,54,486,0.0,-297.43939393939394,23.353030303030305,30
30.29605717002204,-1.618680926889425,1,11,10,1235,3812,4.269229412078857,1429,1065.9774248035285,56,359,2.619999885559082,-247.5,27.37348484848485,40
30.202632380473602,-2.0004649226402194,13,72,59,1700,4032,7.84982442855835,1496,1027.4814021361913,58,297,0.0,-278.15909090909093,27.647727272727277,30
30.731740082819982,-2.200789230998865,9,18,9,2094,4710,4.270603179931641,1568,945.2190163475155,57,300,5.079999923706055,-284.40909090909093,26.540151515151514,40
29.187536109418545,-2.7227104110723133,15,10,-5,2861,5930,6.432999610900879,1331,1448.762944096276,51,356,6.010000228881836,-330.09090909090907,26.204545454545457,30
29.319588456184107,-2.8323048757348914,61,57,-4,3005,5808,27.537342071533203,2024,1611.2461252005094,53,606,0.0,-199.63636363636363,24.14318181818182,10
29.816356808302203,-1.707614140017256,22,6,-16,2681,4917,24.93634033203125,1791,1194.7991793325002,53,561,6.864999771118164,-247.0,25.60606060606061,30
29.364504220390074,-2.442436042427019,117,124,7,3993,5684,13.060196876525879,2362,1491.6956290523099,50,913,0.0,-275.6818181818182,20.338636363636365,10
30.517941045199535,-2.616709207546208,17,22,5,2444,5247,9.249602317810059,1397,1046.6567165247177,54,299,3.0199999809265137,-346.9621212121212,26.540909090909096,20
30.767672694184768,-1.2647447049463238,97,63,-34,3726,6067,12.587944984436035,1332,1131.1188751623629,52,439,0.0,-176.3560606060606,27.683333333333334,10
29.38875873306131,-1.6087994587641106,11,6,-5,2457,8482,6.924034118652344,2336,1244.9753413457763,57,698,14.5600004196167,-317.5530303030303,21.025000000000002,40
29.20640073038504,-2.297807281683774,12,41,29,2348,7802,15.83489990234375,1536,1318.4560615295036,53,531,19.809999,-350.31060606060606,24.50909090909091,30
30.752401334354744,-1.2710329119351655,98,87,-11,4267,6257,14.642664909362793,1437,1131.1188751623629,53,433,0.0,-176.3560606060606,27.683333333333334,10
29.41211493044841,-2.5619119752149118,25,119,94,2752,3866,30.53032112121582,2270,1569.0516273637238,53,786,0.0,-272.90909090909093,20.850757575757576,10
30.241259937690728,-1.5207645609203837,2,1,-1,1445,3099,6.1979475021362305,1453,1048.463574295247,58,393,0.0,-257.7348484848485,27.300757575757576,40
30.7227569299788,-1.6366472325718036,15,7,-8,2262,3783,1.9120960235595703,1291,1214.7968596625565,55,251,3.759999990463257,-185.96212121212122,27.717424242424244,30
29.558540321759892,-2.6535401341951115,12,5,-7,2779,5937,13.067227363586426,1898,1320.148767121131,53,409,20.649999618530273,-313.719696969697,24.920454545454547,40
30.71107883128525,-2.3076887498090883,1,2,1,1742,4028,9.042245864868164,1655,1017.969217628158,59,407,0.0,-288.8939393939394,26.937878787878788,40
30.890741888109147,-1.7471400125185141,20,57,37,2335,4899,7.851444721221924,1307,1104.3970743641257,54,307,0.0,-210.93939393939394,27.28181818181818,20
29.37797894965186,-1.9582441042865923,40,12,-28,3720,6161,29.677560806274414,1870,1149.9368435496633,55,460,0.0,-286.5681818181818,22.481818181818184,30
29.999613126262574,-1.9088367636600196,5,3,-2,2093,4553,2.363356351852417,1744,1077.197067866435,53,405,0.0,-284.84090909090907,26.650000000000002,30
30.61945067230505,-1.2288120935815527,22,66,44,1903,3857,19.194974899291992,1572,1035.7327329345342,55,485,6.739999771118164,-170.95454545454547,26.84469696969697,10
30.24215825297486,-2.659828341183939,1,8,7,1634,4056,25.981700897216797,1534,1152.9188774670051,55,395,0.0,-382.1136363636364,26.603787878787884,30
30.39666848184342,-2.0893981357680502,33,15,-18,2234,4652,3.2756457328796387,1399,984.3803616151378,57,718,0.0,-273.59090909090907,27.475,40
30.897928410382093,-2.150483575088174,17,32,15,2499,4575,3.7335824966430664,1304,1067.8232671142423,55,265,6.639999866485596,-238.4469696969697,27.321969696969703,10
29.642981958467146,-2.523284417997772,1,7,6,2043,7497,12.304465293884277,1681,1250.604218601863,52,392,13.680000305175781,-325.97727272727275,25.735606060606063,40
30.34815945650095,-2.6391670896491917,27,32,5,1522,3119,10.693435668945312,1575,1067.939367557551,55,319,0.0,-382.45454545454544,26.403030303030302,20
29.408521669311938,-2.718218834651708,42,26,-16,2618,5999,15.50390338897705,2415,1608.698765303966,51,715,0.0,-273.97727272727275,21.158333333333335,30
29.26029964743222,-2.5250810485660082,94,76,-18,2475,4809,27.593650817871094,2322,1533.7894388172056,54,914,0.0,-252.5909090909091,20.566666666666666,10
30.52782251332485,-2.2960106511155374,20,22,2,2069,4105,18.3703670501709,1360,1078.1836983858839,55,412,2.690000057220459,-292.6818181818182,27.122727272727275,20
30.296955485306142,-1.8953620343982323,13,17,4,1942,3689,10.555182456970215,1454,1039.7380055924004,54,386,0.0,-279.34090909090907,26.831060606060607,30
30.372413969172186,-2.48555517606475,36,27,-9,1785,4181,6.727033615112305,1496,1034.6145357532698,52,318,0.0,-312.8030303030303,27.41287878787879,10
30.15591998569937,-2.477470338507686,36,9,-27,2156,4544,5.84614372253418,1401,1041.1819439639287,54,636,2.7750000953674316,-364.219696969697,27.811363636363637,40
30.500873054801275,-2.0408891104255957,6,2,-4,1497,3053,12.334909439086914,1400,1034.0572055887615,57,348,4.079999923706055,-276.72727272727275,27.046212121212122,40
30.698502417307566,-2.313078641513812,10,32,22,2019,4276,6.027674198150635,1719,1052.9132052068717,57,324,0.0,-311.6969696969697,26.265151515151516,20
29.982545135864314,-2.204382492135352,7,6,-1,1746,4682,1.0374674797058105,1350,1040.691442004068,55,389,5.28000020980835,-328.5530303030303,27.736363636363638,40
30.85750422259673,-1.9753120946848668,74,35,-39,2641,6150,1.0369764566421509,1290,1135.49515378435,55,299,2.759999990463257,-236.40151515151516,27.438636363636363,10
30.140648625869346,-2.7811009045400823,19,9,-10,2492,6829,9.482401847839355,1684,1161.9011126133528,53,357,1.340000033378601,-422.40909090909093,25.98939393939394,10
29.747186531425,-1.226117147729184,21,18,-3,2638,5157,29.597274780273438,2017,1357.912347859957,52,576,5.840000152587891,-298.77272727272725,23.964393939393943,30
30.609569204179735,-1.9753120946848668,3,8,5,2019,4346,6.61354923248291,1436,1000.3526999572518,57,281,4.940000057220459,-267.4166666666667,26.952272727272728,50
30.572738277530846,-1.5935280989340725,5,2,-3,1596,3177,2.9674642086029053,1298,1020.5569044111709,55,324,114.5,-205.8030303030303,27.577272727272728,30
30.680536111625173,-2.074126775938012,8,6,-2,1545,3854,2.7033731937408447,1327,963.795924326568,62,325,7.630000114440918,-257.2651515151515,27.709090909090907,10
29.633100490341832,-2.0947880274727595,31,18,-13,2345,6024,6.86160135269165,1506,1155.8562885638835,54,438,2.8299999237060547,-285.3712121212121,25.972727272727276,40
30.571839962246713,-1.7228854998472798,8,35,27,1767,3718,9.693547248840332,1466,992.4500067517034,56,298,0.0,-234.5530303030303,26.96666666666667,40
29.145315291064918,-2.7227104110723133,31,33,2,2627,5729,17.790096282958984,1586,1358.8276539846026,53,503,14.079999923706055,-307.2651515151515,26.043939393939397,30
30.108309275641034,-1.5360359207504217,39,31,-8,2358,3959,25.596147537231445,1917,1156.195319292051,52,486,0.0,-283.719696969697,23.94090909090909,10
29.416606506869016,-1.5045948858062417,114,141,27,3826,6457,11.998067855834961,3024,1637.3341851891441,63,1064,20.450001,-285.0378787878788,19.63787878787879,10
30.764079433048295,-1.595324729502309,15,29,14,2624,5071,0.0,1287,1273.5654551553625,55,325,3.799999952316284,-197.0530303030303,27.612121212121213,90
30.343667880080375,-1.9312946457630176,3,1,-2,1635,3793,15.626190185546875,1631,1044.8498493121444,55,326,15.319999694824219,-277.5378787878788,26.79318181818182,40
30.24215825297486,-1.7139023470060835,33,40,7,1990,4087,10.468230247497559,1631,1106.025218798525,57,411,10.329999923706055,-275.4848484848485,25.948484848484853,20
29.471403739200298,-1.1749131765343748,12,5,-7,2263,4518,10.457487106323242,1315,1347.7705663663166,54,458,13.594999552452087,-313.1287878787879,27.64621212121212,30
29.039314087538827,-1.5261544526251072,31,16,-15,2851,6833,19.088655471801758,2005,1432.4902115423572,56,745,2.5,-322.3181818181818,21.955303030303032,40
30.727248506399405,-2.7694228058465313,48,63,15,1639,3617,7.450958251953125,1438,1071.7587302048719,56,285,0.0,-344.3712121212121,26.293939393939397,20
30.423617940366995,-2.2196538519653757,87,35,-52,2308,4365,8.045975685119629,1441,1083.1732007107655,55,312,0.0,-291.4848484848485,27.201515151515153,20
29.780424196937417,-1.156048555567864,17,5,-12,2131,4209,20.674774169921875,2091,1247.8654673004057,53,657,0.0,-287.25757575757575,22.73409090909091,30
30.71377377713759,-1.8836839357046813,30,11,-19,2399,4795,24.371074676513672,1535,1103.0294575556306,54,344,5.389999866485596,-206.6818181818182,27.588636363636365,20
29.473200369768534,-1.3437964499488402,10,37,27,2169,5037,2.4958608150482178,2070,1600.899031990631,57,588,0.0,-287.1515151515151,22.0719696969697,10
29.166874857883784,-2.624794045103286,19,42,23,3021,4910,11.017229080200195,1771,1502.33337387595,52,558,9.239999771118164,-290.469696969697,24.665151515151518,30
29.484878468462085,-2.045380686846187,4,10,6,3150,5585,22.632179260253906,2270,1223.3691175498745,52,532,10.710000038146973,-284.92424242424244,22.797727272727272,40
29.756169684266183,-2.663421602320426,55,7,-48,2418,4888,1.4663304090499878,1704,1224.6063649852251,55,403,3.2899999618530273,-380.06060606060606,26.01818181818182,40
30.580823115087924,-1.144370456874313,2,21,19,1505,3612,1.390963077545166,1287,1018.0330124274319,56,242,0.0,-138.46969696969697,28.005303030303033,30
30.772164270605373,-2.3121803262296936,4,3,-1,1404,3480,1.855844259262085,1335,1010.5312246148059,59,229,2.7699999809265137,-273.1818181818182,27.28333333333333,40
29.090518058733636,-2.5610136599307936,69,82,13,3137,5168,14.42156982421875,1458,1396.633210184222,54,438,26.579999923706055,-329.52272727272725,25.19090909090909,20
30.22239531672423,-1.6779697356413124,38,16,-22,1822,6125,21.86935806274414,1710,1113.8778074421834,52,384,11.880000114440918,-280.92424242424244,25.347727272727273,10
30.70299399372817,-2.5951496407273424,13,8,-5,2024,4518,1.96774160861969,1510,1096.0789835888227,53,303,3.509999990463257,-312.1818181818182,26.877272727272725,30
30.840436232198442,-1.6833596273460216,3,2,-1,1989,4220,1.036942720413208,1290,1152.658436606056,56,324,2.7100000381469727,-214.93939393939394,27.259090909090908,90
30.1101059062093,-1.7408518055296724,77,75,-2,2108,4761,8.790266990661621,1559,1140.214394794269,56,400,5.199999809265137,-287.0530303030303,25.788636363636364,40
30.698502417307566,-1.8217001811004252,38,23,-15,2676,5710,7.930220127105713,1483,954.9578222627188,56,357,5.949999809265137,-214.43939393939394,27.188636363636363,30
29.536980754941027,-2.4981315900424335,6,7,1,2377,5288,4.919589996337891,1974,1369.2461778899146,51,467,4.380000114440918,-297.0530303030303,23.180303030303033,30
29.78671240392626,-2.7775076434035952,16,4,-12,2316,6433,8.49776554107666,1412,1273.4876858470245,53,375,37.740002,-397.20454545454544,26.650000000000002,20
29.971765352454867,-2.512504634588339,11,7,-4,1631,4369,1.0370527505874634,1354,1175.822547656738,55,406,3.640000104904175,-390.93939393939394,27.477272727272727,10
30.59699279020208,-2.3858421795274865,16,17,1,2188,4938,8.060495376586914,1425,1050.627693248166,57,278,5.96999979019165,-295.1212121212121,27.317424242424245,20
